"","column_label","species_geonet","unique.id"
"1","1","Phacelia secunda","arroyo_1982_1.csv"
"2","1","Senecio bustillosianus","arroyo_1982_1.csv"
"3","1","Stachys albi","arroyo_1982_1.csv"
"4","1","Adesmia conferta","arroyo_1982_1.csv"
"5","1","Calandrinia affinis","arroyo_1982_1.csv"
"6","1","Senecio erucaeformis","arroyo_1982_1.csv"
"7","1","Astragalus curvicaulis","arroyo_1982_1.csv"
"8","1","Chaetanthera euphrasioides","arroyo_1982_1.csv"
"9","1","Adesmia radicifolia","arroyo_1982_1.csv"
"10","1","Mulinum spinosum","arroyo_1982_1.csv"
"11","1","Sisyrinchium arenarium","arroyo_1982_1.csv"
"12","1","Chuquiraga oppositifolia","arroyo_1982_1.csv"
"13","1","Scypanthus elegans","arroyo_1982_1.csv"
"14","1","Senecio francisci","arroyo_1982_1.csv"
"15","1","Verbena scoparia","arroyo_1982_1.csv"
"16","1","Adesmia aconcaguensis","arroyo_1982_1.csv"
"17","1","Berberis empetrifolia","arroyo_1982_1.csv"
"18","1","Calandrinia uspallatensis","arroyo_1982_1.csv"
"19","1","Cerastium arvense","arroyo_1982_1.csv"
"20","1","Haplopappus sericeus","arroyo_1982_1.csv"
"21","1","Hypochoeris sp1 M_PL_001","arroyo_1982_1.csv"
"22","1","Mustisia sinuata","arroyo_1982_1.csv"
"23","1","Adesmia brachy","arroyo_1982_1.csv"
"24","1","Alstroemeria pallida","arroyo_1982_1.csv"
"25","1","Astragalus sp1 M_PL_001","arroyo_1982_1.csv"
"26","1","Euphorbia portulacoides","arroyo_1982_1.csv"
"27","1","Madia sativa","arroyo_1982_1.csv"
"28","1","Nassauvia heterophylla","arroyo_1982_1.csv"
"29","1","Perezia carthamoides","arroyo_1982_1.csv"
"30","1","Sisyrinchium junceum","arroyo_1982_1.csv"
"31","1","Anarthrophyllum cumingii","arroyo_1982_1.csv"
"32","1","Loasa heterophylla","arroyo_1982_1.csv"
"33","1","Quinchamalium chilensis","arroyo_1982_1.csv"
"34","1","Sanicula graveolens","arroyo_1982_1.csv"
"35","1","Sisyrinchium philippii","arroyo_1982_1.csv"
"36","1","Adesmia exilis","arroyo_1982_1.csv"
"37","1","Bowlesia tropaeolifolia","arroyo_1982_1.csv"
"38","1","Calceolaria montana","arroyo_1982_1.csv"
"39","1","Chaetanthera microphylla","arroyo_1982_1.csv"
"40","1","Haplopappus chysanthemifolius","arroyo_1982_1.csv"
"41","1","Leucocoryne pauciflora","arroyo_1982_1.csv"
"42","1","Mustisia acerosa","arroyo_1982_1.csv"
"43","1","Mustisia subulata","arroyo_1982_1.csv"
"44","1","Oxalis cinerea","arroyo_1982_1.csv"
"45","1","Oxalis geminata","arroyo_1982_1.csv"
"46","1","Oxalis sp1 M_PL_001","arroyo_1982_1.csv"
"47","1","Schizanthus grahamii","arroyo_1982_1.csv"
"48","1","Senecio lithostaurus","arroyo_1982_1.csv"
"49","1","Valeriana gracileps","arroyo_1982_1.csv"
"50","1","Asteriscium aemocarpon","arroyo_1982_1.csv"
"51","1","Berberis montana","arroyo_1982_1.csv"
"52","1","Erodium cicutarium","arroyo_1982_1.csv"
"53","1","Leuceria landbeckii","arroyo_1982_1.csv"
"54","1","Nardophyllum lanatum","arroyo_1982_1.csv"
"55","1","Rhodophiala montana","arroyo_1982_1.csv"
"56","1","Trichocereus chiloensis","arroyo_1982_1.csv"
"57","1","Tropaeolum sessilifolium","arroyo_1982_1.csv"
"58","1","Viviania marifolia","arroyo_1982_1.csv"
